7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
2590.500,2682.000,172.300,1211.500,6293.000,4486.000,34990.000,3872.000,25255.000,5917.000,2034.000,22985,2253.500,2293.333,5767.000,4054.000,5342.000,2649.000,2127.000,3529.000,1466.000,3645.000,1865.000,2412.500,4147,1686.000,2127.500,5840.000,2040.500,3584.000,192.530,376.040,526.470,156.740,260.350,52.550,170.100,146.540,149.160,346.550,109.020,58.930,50.520,296.510,108.570,90.290,37.700,288.020,209.710,163.550,263.140,385.770,295.670,50.250,187.340,260.660,109.320,190.490,76.930,26.110
2590.500,2682.000,172.300,1211.500,6293.000,4486.000,34990.000,3872.000,25255.000,5917.000,2034.000,22985,2253.500,2293.333,5767.000,4054.000,5342.000,2649.000,2127.000,3529.000,1466.000,3645.000,1865.000,2412.500,4147,1686.000,2127.500,5840.000,2040.500,3584.000,185.640,370.870,539.340,159.970,258.870,53.097,172.080,148.740,149.480,345.080,113.240,59.820,50.510,297.040,106.550,90.710,38.880,297.390,209.000,161.500,256.130,388.300,292.710,47.800,188.310,251.760,110.000,191.420,77.510,26.650
2590.500,2682.000,172.300,1211.500,6293.000,4486.000,34990.000,3872.000,25255.000,5917.000,2034.000,22985,2253.500,2293.333,5767.000,4054.000,5342.000,2649.000,2127.000,3529.000,1466.000,3645.000,1865.000,2412.500,4147,1686.000,2127.500,5840.000,2040.500,3584.000,184.250,370.600,542.030,160.970,257.980,53.100,171.330,147.840,152.330,338.260,114.770,59.960,50.510,294.390,104.040,91.650,39.160,300.690,204.530,160.100,251.840,381.790,284.300,47.050,186.320,243.910,107.790,191.300,77.020,25.570
2635.000,2619.000,172.700,1225.000,6050.000,4547.000,34550.000,4012.000,24005.000,5725.000,2034.000,23000,2287.500,2326.667,5817.000,4225.000,5380.000,2702.500,2166.500,3509.000,1497.000,3709.000,1881.667,2456.500,4138,1749.000,2144.500,5895.000,2022.500,3640.000,181.910,367.940,545.420,160.630,259.610,52.587,171.410,148.650,150.660,338.590,117.010,59.760,50.080,291.740,102.300,90.560,39.370,303.170,204.900,160.860,251.240,382.950,286.100,46.870,187.140,244.940,108.170,192.540,76.560,24.260
2701.500,2634.000,173.900,1258.000,6080.000,4594.000,34500.000,4031.000,24120.000,5637.000,2049.000,22750,2353.000,2387.000,5878.000,4288.000,5388.000,2721.500,2165.000,3555.000,1530.000,3757.000,1881.667,2548.000,4090,1766.000,2123.500,5913.000,2030.500,3679.000,181.180,367.750,537.380,161.130,259.690,52.237,172.270,147.420,150.400,342.940,117.220,59.670,50.090,288.990,102.080,90.900,40.200,303.000,203.530,159.160,251.120,386.440,288.930,46.890,189.060,249.000,108.590,193.070,76.690,25.010
2701.500,2634.000,173.900,1258.000,6080.000,4594.000,34500.000,4031.000,24120.000,5637.000,2049.000,22750,2353.000,2387.000,5878.000,4288.000,5388.000,2721.500,2165.000,3555.000,1530.000,3757.000,1881.667,2548.000,4090,1766.000,2123.500,5913.000,2030.500,3679.000,185.560,374.690,536.520,161.530,262.540,52.750,172.020,148.690,149.500,347.930,117.380,60.110,50.460,291.900,103.620,91.550,40.100,310.880,202.660,161.140,260.870,388.860,292.250,48.450,189.210,229.000,108.860,192.310,76.670,25.630
2694.000,2668.000,175.100,1259.500,6242.000,4596.000,34460.000,4117.000,24910.000,5552.000,2129.000,23260,2302.500,2374.333,5902.000,4277.000,5552.000,2712.500,2177.500,3582.000,1517.500,3758.000,1911.333,2506.500,4130,1738.500,2111.000,5928.000,2059.000,3686.000,185.140,375.790,538.370,161.630,263.330,53.103,170.660,149.300,145.700,346.190,118.430,60.000,49.910,290.870,102.740,89.670,39.040,307.260,201.630,160.080,261.340,383.740,292.290,48.050,186.770,225.760,109.100,192.200,76.310,25.360
2745.000,2770.000,176.900,1260.000,6310.000,4655.000,35790.000,4332.000,25385.000,5552.000,2120.000,23320,2326.500,2374.667,6091.000,4312.000,5668.000,2748.000,2257.000,3592.000,1533.500,3800.000,1904.000,2510.000,4245,1763.000,2070.000,6009.000,2176.000,3714.000,186.190,382.770,537.640,161.870,264.560,53.763,171.020,149.940,144.500,356.800,118.860,60.200,50.240,294.090,103.770,89.290,39.080,304.570,202.400,161.230,264.130,381.960,293.350,47.470,184.970,227.840,108.300,193.090,76.180,24.680
2844.000,2868.000,180.600,1281.000,6431.000,4851.000,36620.000,4499.000,26080.000,5606.000,2209.000,24210,2371.500,2412.333,6365.000,4341.000,5835.000,2846.500,2280.500,3690.000,1568.500,3795.000,1952.333,2551.000,4307,1764.000,2074.000,6100.000,2167.500,3734.000,185.590,384.630,539.680,161.150,264.030,53.703,170.300,150.510,145.280,356.530,118.430,59.810,50.440,294.150,105.900,89.450,37.900,303.100,201.670,162.160,271.380,379.750,292.060,47.640,185.030,222.660,108.920,194.870,75.760,24.030
2837.000,2915.000,180.400,1267.500,6451.000,4904.000,38940.000,4515.000,26250.000,5741.000,2200.000,24590,2413.500,2379.000,6539.000,4332.000,5887.000,2908.500,2280.500,3716.000,1563.500,3785.000,1900.667,2518.500,4399,1754.000,2085.500,6065.000,2216.500,3733.000,185.920,388.470,521.510,162.390,264.170,53.773,169.050,150.600,147.270,355.710,118.630,60.390,50.340,293.470,105.060,90.350,38.560,306.510,201.100,165.800,271.930,377.750,290.410,47.120,182.040,217.700,108.120,195.560,75.530,23.270
