AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
27.395,44.610,116.610,93.170,69.990,64.270,61.420,71.950,78.340,117.030,49.370,40.120,25.730,98.780,61.915,102.670,42.960,140.230,94.710,143.590,72.910,176.020,64.390,30.140,73.890,130.610,140.800,98.340,128.940,84.630
27.595,45.570,118.830,93.930,70.670,64.980,60.810,72.420,81.550,117.810,50.140,39.800,25.760,99.790,62.605,103.000,42.840,142.470,96.540,144.580,73.930,177.010,65.700,30.000,74.410,132.560,143.200,100.030,133.350,87.110
27.695,46.630,119.650,94.760,72.230,65.870,62.020,73.220,84.030,119.200,51.230,40.390,26.850,101.170,62.135,103.850,44.000,143.800,98.380,149.040,75.270,180.700,69.180,30.510,77.300,134.020,146.320,101.860,138.930,87.960
27.828,46.750,116.050,93.420,72.080,65.680,62.050,73.400,86.990,118.680,49.800,41.010,27.230,101.900,61.595,103.770,44.060,141.220,98.210,148.780,74.420,180.320,70.820,31.210,76.910,134.630,145.790,101.070,141.240,84.100
27.695,46.800,116.430,94.980,73.220,66.360,62.130,73.720,88.120,119.650,50.950,40.960,27.540,101.770,61.050,103.390,43.850,148.050,99.490,150.090,75.000,182.230,70.380,31.740,77.180,137.020,147.540,102.170,142.470,84.440
27.375,47.450,116.080,95.080,73.900,66.880,62.130,74.400,89.910,121.060,51.020,41.520,27.910,102.950,62.455,104.610,44.230,149.900,101.070,152.280,75.090,181.070,71.840,32.315,77.180,139.040,149.480,103.090,143.370,84.280
28.030,47.110,119.270,95.370,73.980,66.690,61.930,74.480,89.570,121.330,50.950,41.980,27.910,102.760,62.470,105.560,44.160,149.590,101.160,152.390,75.250,179.190,71.300,32.520,77.330,139.700,149.900,102.940,141.240,85.370
27.900,47.000,122.510,95.990,74.990,66.930,61.720,74.330,88.740,121.900,50.710,42.020,27.960,103.240,63.215,106.350,44.300,153.030,101.500,151.140,75.880,180.230,70.500,32.140,77.310,140.680,150.060,103.720,139.800,86.210
27.948,46.890,123.990,95.450,75.000,66.730,61.550,74.110,88.380,121.610,49.470,42.000,27.850,103.380,62.905,106.590,44.360,147.580,99.820,149.620,76.630,180.970,70.170,32.210,76.600,140.290,149.110,103.310,139.530,85.140
27.552,46.680,122.070,94.530,74.200,60.030,59.990,74.210,89.760,120.270,49.540,41.650,27.820,102.820,62.920,105.730,43.990,147.810,98.260,150.010,75.580,179.510,70.710,32.040,76.170,134.220,148.320,102.770,141.330,84.030
27.965,47.010,120.170,97.150,75.340,59.330,61.890,74.270,90.720,121.810,50.720,41.680,28.150,103.660,64.395,107.890,44.670,152.540,98.500,150.090,77.700,184.960,70.830,32.800,76.740,137.390,149.190,104.960,142.740,87.260
27.760,47.510,119.980,98.240,76.000,58.890,62.430,74.900,91.290,122.740,51.480,41.920,28.250,104.820,65.235,108.240,44.700,152.610,97.030,150.390,78.770,185.180,69.680,32.750,77.210,137.600,148.700,105.900,142.860,88.140
27.933,47.620,120.730,97.940,76.990,58.850,62.220,75.160,90.030,123.100,51.400,42.020,28.250,104.490,66.605,109.470,44.700,154.470,97.180,149.220,77.930,185.740,69.270,33.040,77.000,138.420,148.000,106.320,142.170,88.460
28.442,47.770,120.420,97.590,76.280,58.750,62.520,74.430,89.990,122.850,50.390,41.990,28.500,103.840,66.185,109.840,45.240,150.450,98.280,140.640,77.530,185.510,70.270,33.590,76.950,138.880,149.110,108.950,143.070,88.740
28.440,47.200,118.110,97.630,75.460,58.640,62.060,73.590,89.330,123.300,50.590,42.290,28.280,102.540,66.235,110.090,44.860,150.090,98.770,140.920,75.830,179.700,69.670,33.440,76.510,141.190,149.820,110.700,142.440,88.040
28.875,48.030,113.810,99.530,76.420,58.900,63.190,74.850,91.620,124.360,52.010,42.190,29.010,110.870,66.205,113.250,45.890,152.310,102.580,144.090,77.370,183.560,70.880,33.370,72.500,146.310,156.000,112.320,149.760,88.630
29.770,52.870,115.920,100.310,77.070,58.300,63.870,77.030,91.240,124.610,52.880,43.240,29.350,112.590,65.265,113.090,46.160,155.750,103.130,144.680,78.560,185.500,71.750,34.400,74.590,146.700,155.790,112.280,150.960,89.960
28.820,54.250,116.530,99.940,78.180,58.020,63.900,77.490,88.770,125.010,52.910,42.790,28.950,112.180,65.690,113.520,46.360,158.580,102.780,143.660,78.220,187.010,71.520,34.900,74.190,146.700,156.540,112.770,151.350,89.480
28.637,53.690,119.370,100.190,77.520,57.480,63.640,77.290,87.700,124.470,53.470,42.590,29.050,111.640,65.410,113.770,46.170,161.980,102.450,137.860,77.750,186.310,70.390,34.590,74.010,148.460,156.730,113.410,152.070,95.160
29.817,53.980,119.780,100.480,78.870,57.640,65.500,76.510,89.790,123.820,55.100,42.610,29.360,112.940,65.645,114.340,46.480,162.670,103.580,140.830,78.530,191.320,71.970,34.470,74.450,147.880,158.080,114.260,154.110,84.950
