AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
216.750,456.730,494.650,146.440,263.240,202.440,205.450,162.720,156.520,336.190,127.900,63.280,47.520,249.990,76.830,98.040,41.740,311.010,210.950,175.100,256.210,463.660,329.080,30.840,233.810,186.700,100.610,202.970,79.270,11.580
220.270,459.280,498.240,146.030,268.230,204.210,208.830,163.900,156.750,334.970,127.720,63.150,47.280,247.790,76.040,97.990,41.100,310.770,213.230,177.300,256.190,465.610,327.760,31.070,235.970,185.420,101.620,203.660,79.360,11.570
221.550,460.770,489.890,145.690,268.990,204.720,208.690,163.830,156.710,333.640,125.850,63.330,47.090,250.000,75.240,98.610,41.120,309.380,212.460,175.730,260.950,467.920,330.610,31.230,235.710,184.310,101.620,203.690,79.190,11.100
221.550,460.770,489.890,145.690,268.990,204.720,208.690,163.830,156.710,333.640,125.850,63.330,47.090,250.000,75.240,98.610,41.120,309.380,212.460,175.730,260.950,467.920,330.610,31.230,235.710,184.310,101.620,203.690,79.190,11.100
226.340,467.560,488.010,146.480,270.360,210.120,204.790,165.210,154.310,334.580,126.450,63.760,46.650,251.090,75.430,97.990,41.270,310.880,212.240,176.020,263.190,464.750,328.350,32.020,235.630,184.830,101.320,201.870,78.990,11.260
227.820,466.240,489.340,145.480,266.400,209.040,205.170,166.520,154.330,339.600,125.780,62.960,46.060,247.850,73.050,97.370,41.530,311.460,211.630,177.640,257.370,464.820,329.060,33.990,234.510,185.840,101.100,204.230,79.470,10.820
228.680,459.540,492.110,147.050,265.440,209.700,207.630,165.660,152.980,337.090,126.040,62.690,45.800,245.820,72.460,97.050,41.300,315.910,210.600,176.480,252.430,472.830,326.060,34.590,237.750,183.240,99.690,203.140,78.530,10.790
232.980,466.250,500.930,149.430,263.000,211.230,207.800,166.800,155.130,344.180,127.300,62.830,46.270,250.490,72.540,96.970,41.080,321.670,214.490,177.840,252.590,478.890,328.480,34.870,238.930,183.730,101.670,207.190,79.570,11.260
227.570,454.700,504.360,149.700,262.550,209.400,207.450,165.540,155.260,353.790,128.970,63.100,46.760,254.800,73.390,96.600,41.300,325.090,214.850,178.310,251.120,479.230,331.130,33.500,238.750,183.910,103.230,208.950,80.710,11.430
230.540,453.550,511.530,149.880,265.740,207.720,204.940,166.610,155.590,359.770,127.760,63.700,47.380,253.900,73.420,97.130,41.430,330.830,215.110,182.830,253.970,479.880,335.590,34.490,238.630,182.310,104.040,211.600,80.880,11.500
