7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
2105.500,2895.000,126.000,624.900,5434.000,3362.000,21770.000,2925.000,22093.333,3984.000,1246.000,26090,1217.333,1314.333,3518.000,3137.000,3735.000,1361.750,2382.250,2130.667,1076.667,2322.500,1685.333,1463.000,4876,1870.500,1973.000,4949.000,2649.500,3069.000,182.010,334.750,502.280,171.540,221.430,48.217,161.700,162.900,119.260,408.640,76.870,59.300,63.160,268.580,164.670,156.760,52.440,226.690,206.800,136.040,255.460,395.330,207.000,53.210,168.210,207.860,177.740,155.750,80.660,53.060
2234.500,2994.000,127.720,646.700,5482.000,3440.000,21613.333,2980.500,22806.667,4131.000,1296.200,26310,1236.667,1345.000,3551.000,3213.000,3828.000,1381.500,2447.000,2197.667,1109.667,2308.000,1730.000,1495.000,4974,1903.500,2007.500,4960.000,2673.000,3059.000,179.700,329.010,490.900,171.080,222.460,47.333,167.830,163.470,121.430,412.840,77.010,60.290,61.250,268.510,166.390,155.730,53.470,227.840,209.000,138.020,248.230,407.480,218.080,53.140,173.610,213.630,180.230,159.000,82.540,53.480
2292.000,3104.000,130.640,663.700,5420.000,3510.000,21336.667,2873.000,22486.667,4080.000,1343.000,26670,1263.333,1365.000,3588.000,3199.000,3795.000,1417.250,2518.750,2269.000,1138.667,2323.500,1748.000,1523.000,5060,1902.000,1962.000,5098.000,2653.500,3060.000,174.920,316.380,489.690,172.220,220.000,47.973,163.780,164.210,122.220,407.240,78.880,60.790,60.280,267.190,162.250,155.190,54.020,225.140,211.060,138.220,227.670,398.630,219.750,53.870,171.760,213.070,179.490,159.770,81.790,54.000
2284.500,2891.000,132.120,663.000,5372.000,3515.000,20293.333,2741.000,21670.000,3952.000,1326.400,26100,1251.667,1361.667,3558.000,3175.000,3734.000,1399.000,2497.750,2292.000,1136.000,2329.000,1715.667,1524.000,4930,1859.000,1894.500,5093.000,2516.000,2997.000,172.000,313.880,469.650,171.630,219.750,47.840,165.520,162.830,123.260,405.760,78.830,60.470,60.920,269.690,161.040,156.900,53.760,225.170,210.820,135.340,229.150,396.930,221.990,54.010,172.900,211.340,178.000,162.330,81.990,52.440
2307.500,2908.000,131.800,685.800,5489.000,3524.000,20223.333,2713.000,21640.000,3967.000,1341.400,25805,1257.000,1383.333,3564.000,3196.000,3725.000,1392.750,2515.000,2311.000,1143.333,2332.500,1705.667,1540.500,4955,1854.500,1876.000,5082.000,2525.000,2957.000,172.170,314.040,458.600,173.950,216.960,48.297,167.160,162.740,125.030,393.610,80.300,60.330,61.130,267.060,156.970,157.830,54.240,227.290,215.750,134.830,228.310,397.510,224.190,53.440,174.380,215.500,179.950,166.240,83.190,53.840
2307.500,2908.000,131.800,685.800,5489.000,3524.000,20223.333,2713.000,21640.000,3967.000,1341.400,25805,1257.000,1383.333,3564.000,3196.000,3725.000,1392.750,2515.000,2311.000,1143.333,2332.500,1705.667,1540.500,4955,1854.500,1876.000,5082.000,2525.000,2957.000,172.190,314.270,465.000,173.090,211.970,48.203,167.320,160.520,125.110,387.460,82.370,60.430,61.820,264.410,150.440,156.600,53.870,230.370,213.460,135.030,229.630,399.170,221.640,55.210,173.740,209.310,177.410,164.060,81.970,53.730
2322.000,2881.000,132.280,701.400,5360.000,3593.000,19753.333,2756.000,20916.667,3877.000,1356.800,25755,1257.333,1418.333,3528.000,3275.000,3769.000,1402.500,2515.000,2336.667,1160.667,2365.500,1673.000,1587.500,4836,1879.000,1840.000,5092.000,2495.500,2963.000,175.080,314.980,469.000,171.250,214.380,48.067,167.490,158.660,127.970,386.670,81.670,60.450,62.370,262.120,150.300,157.890,53.590,232.380,216.310,132.870,234.840,403.050,219.950,55.910,175.380,216.020,178.980,163.160,83.030,54.330
2359.500,2904.000,132.440,704.000,5683.000,3579.000,20100.000,2720.000,21700.000,4023.000,1379.400,26505,1271.333,1426.667,3555.000,3344.000,3825.000,1435.250,2479.250,2330.000,1173.333,2367.500,1696.000,1589.000,4901,1895.500,1905.500,5139.000,2517.500,3013.000,175.530,318.270,473.720,169.790,215.710,47.813,168.440,159.010,127.330,389.400,81.200,60.540,62.120,260.920,152.210,157.800,53.450,231.760,218.250,133.590,237.830,390.310,222.400,55.740,174.470,217.450,179.420,162.970,83.720,53.910
2412.000,2894.000,131.200,714.200,5566.000,3558.000,19713.333,2698.000,21776.667,3987.000,1377.200,26020,1306.000,1434.667,3599.000,3363.000,3731.000,1463.750,2476.500,2353.333,1171.667,2363.000,1640.333,1600.500,4784,1895.500,1865.000,5105.000,2392.000,2944.000,172.190,304.800,467.430,168.760,215.000,48.490,168.230,158.290,126.800,386.980,81.320,60.900,61.500,261.410,149.590,155.440,53.520,230.850,219.430,134.760,228.630,390.800,227.000,54.940,173.290,223.900,181.020,163.050,84.010,54.190
2390.000,2838.000,130.880,707.800,5497.000,3559.000,21303.333,2650.000,21740.000,3880.000,1372.200,25300,1305.000,1434.000,3497.000,3344.000,3750.000,1428.250,2437.500,2331.667,1157.667,2363.000,1720.333,1598.500,4539,1878.500,1814.000,5079.000,2307.500,2933.000,173.070,310.200,468.690,167.840,214.670,48.353,157.890,159.810,128.960,372.000,81.380,61.390,61.360,257.710,148.180,151.940,53.280,235.360,217.650,134.210,231.230,380.940,228.940,55.700,168.400,225.960,178.740,163.210,84.970,54.300
